,Lawyer,Matter Type,Jurisdiction,Industry,Client Role,Tort,Contract,Restitution,Statute,Injunction,Jurisdiction Motion,Motion to Strike,Summary Judgment,Claim Amount
1011,Lawyer Beta,Class Action (Privacy,Alberta,Transportation,Plaintiff,0,0,1,1,1,1,0,0,3346659
1012,Lawyer Gamma,Action (Product Liability),Ontario,Retail,Plaintiff,1,1,0,1,1,0,1,1,3053457
1013,Lawyer Alpha,Class Action (Privacy,Quebec,Technology,Third Party,1,1,0,0,1,0,1,1,15102649
1014,Lawyer Kappa,Class Action (Privacy,Ontario,Construction,Third Party,1,1,0,0,0,0,1,0,4864854
1015,Lawyer Alpha,Action (Privacy),Ontario,Resources,Defendant,0,0,0,0,1,0,1,0,14614610
1016,Lawyer Alpha,Class Action (Securities),British Columbia,Technology,Defendant,0,1,1,0,0,1,1,0,8758058
1017,Lawyer Alpha,Class Action (Privacy,British Columbia,Banking,Third Party,1,0,1,1,1,1,1,1,5662585
1018,Lawyer Beta,Class Action (Securities),Quebec,Construction,Defendant,0,1,1,1,1,0,0,0,15319214
1019,Lawyer Zeta,Action (Product Liability),Quebec,Retail,Plaintiff,0,0,0,0,1,1,1,1,838444
1020,Lawyer Beta,Action (Commercial),Quebec,Banking,Defendant,1,0,1,0,0,0,0,0,16192116
1021,Lawyer Theta,Action (Securities),Quebec,Banking,Plaintiff,0,1,1,0,1,0,1,1,19663957
1022,Lawyer Epsilon,Action (Product Liability),British Columbia,Transportation,Third Party,1,0,1,1,1,1,1,0,8258946
1023,Lawyer Iota,Action (Privacy),Ontario,Resources,Third Party,1,0,1,0,0,0,1,0,4923571
1024,Lawyer Alpha,Class Action (Product Liabilty,Federal,Insurance,Defendant,1,0,0,0,0,0,0,1,16136625
1025,Lawyer Iota,Class Action (Competition),Federal,Construction,Plaintiff,0,1,1,0,0,1,1,0,17544183
1026,Lawyer Beta,Class Action (Privacy,Federal,Insurance,Plaintiff,1,0,1,0,0,0,1,0,17506038
1027,Lawyer Theta,Class Action (Product Liabilty,British Columbia,Banking,Defendant,0,0,0,1,0,1,1,1,546578
1028,Lawyer Theta,Action (Privacy),Federal,Banking,Defendant,1,0,1,0,0,1,1,1,4158712
1029,Lawyer Iota,Class Action (Securities),Quebec,Insurance,Defendant,1,0,0,0,1,1,1,0,3901457
1030,Lawyer Beta,Action (Product Liability),Ontario,Construction,Plaintiff,0,1,0,0,0,0,0,0,15012412
1031,Lawyer Iota,Class Action (Competition),Alberta,Pharmaceuticals,Defendant,0,0,1,0,0,1,0,1,2341319
1032,Lawyer Gamma,Class Action (Privacy,British Columbia,Resources,Defendant,0,0,1,0,0,1,0,0,19746696
1033,Lawyer Beta,Class Action (Competition),Ontario,Pharmaceuticals,Defendant,0,1,1,0,0,1,0,0,13473003
1034,Lawyer Kappa,Action (Securities),Ontario,Resources,Defendant,0,0,0,0,0,1,1,0,16874155
1035,Lawyer Alpha,Class Action (Competition),Ontario,Construction,Defendant,0,1,0,1,0,0,0,0,1696566
1036,Lawyer Zeta,Class Action (Product Liabilty,British Columbia,Resources,Third Party,1,0,1,0,1,1,0,1,12301980
1037,Lawyer Zeta,Class Action (Competition),Quebec,Banking,Plaintiff,0,0,1,1,1,0,1,1,4118147
1038,Lawyer Delta,Action (Securities),Alberta,Banking,Defendant,0,0,1,1,0,1,1,0,18972023
1039,Lawyer Theta,Class Action (Privacy,Ontario,Resources,Third Party,0,0,0,0,1,1,0,1,17629521
1040,Lawyer Alpha,Action (Commercial),Ontario,Transportation,Defendant,1,0,0,0,1,1,0,0,9901796
1041,Lawyer Kappa,Class Action (Privacy,Federal,Resources,Plaintiff,0,0,1,0,1,1,0,1,1443765
1042,Lawyer Iota,Class Action (Product Liabilty,British Columbia,Retail,Plaintiff,1,1,0,1,0,0,1,0,6912862
1043,Lawyer Eta,Class Action (Privacy,Alberta,Transportation,Defendant,0,1,1,0,0,1,0,0,13807598
1044,Lawyer Delta,Class Action (Competition),British Columbia,Insurance,Defendant,0,1,1,0,0,1,0,0,11450671
1045,Lawyer Delta,Class Action (Privacy,Federal,Technology,Defendant,1,1,0,1,0,0,0,1,1200320
1046,Lawyer Gamma,Action (Securities),British Columbia,Transportation,Third Party,1,1,0,0,1,1,0,0,13190344
1047,Lawyer Gamma,Action (Securities),British Columbia,Banking,Defendant,0,1,1,0,0,0,0,0,15692025
1048,Lawyer Eta,Class Action (Securities),Alberta,Retail,Third Party,0,1,1,0,1,0,0,0,17873346
1049,Lawyer Beta,Class Action (Privacy,Ontario,Retail,Defendant,0,0,0,0,1,1,0,0,4079416
1050,Lawyer Iota,Class Action (Privacy,Ontario,Construction,Third Party,0,0,1,0,1,0,1,1,15296520
1051,Lawyer Kappa,Action (Privacy),Quebec,Transportation,Third Party,0,0,0,1,1,1,1,0,6312353
1052,Lawyer Delta,Action (Product Liability),Federal,Resources,Plaintiff,1,0,0,1,0,0,0,1,11790326
1053,Lawyer Gamma,Action (Securities),British Columbia,Resources,Defendant,1,0,1,0,1,1,0,1,19907644
1054,Lawyer Eta,Action (Privacy),Federal,Construction,Plaintiff,0,0,0,0,0,1,1,0,7162826
1055,Lawyer Beta,Class Action (Privacy,British Columbia,Insurance,Defendant,0,1,1,1,1,0,0,0,1991182
1056,Lawyer Epsilon,Action (Commercial),Federal,Transportation,Defendant,1,1,0,0,0,0,1,1,1423377
1057,Lawyer Kappa,Action (Commercial),Ontario,Insurance,Plaintiff,0,0,0,0,0,1,0,1,10781117
1058,Lawyer Iota,Action (Securities),Federal,Pharmaceuticals,Third Party,1,1,0,1,0,1,0,1,3529927
1059,Lawyer Delta,Action (Product Liability),Alberta,Resources,Third Party,0,1,0,0,0,0,1,1,16085197
1060,Lawyer Zeta,Action (Securities),Quebec,Resources,Third Party,0,0,1,1,1,0,0,1,16080151
1061,Lawyer Theta,Class Action (Competition),Quebec,Banking,Plaintiff,1,0,1,1,0,0,0,1,19646674
1062,Lawyer Delta,Action (Securities),British Columbia,Construction,Defendant,0,0,0,0,0,0,0,1,6631417
1063,Lawyer Eta,Action (Product Liability),Ontario,Construction,Defendant,1,0,1,0,1,1,1,1,9348165
1064,Lawyer Theta,Action (Securities),British Columbia,Resources,Defendant,1,1,0,0,0,0,1,0,6834676
1065,Lawyer Eta,Class Action (Securities),Federal,Retail,Plaintiff,1,1,0,1,1,1,1,1,17376114
1066,Lawyer Eta,Class Action (Product Liabilty,Alberta,Technology,Defendant,0,0,1,0,0,1,1,0,15362623
1067,Lawyer Epsilon,Action (Commercial),Ontario,Retail,Plaintiff,1,1,1,1,0,1,0,0,11400262
1068,Lawyer Gamma,Class Action (Securities),Alberta,Banking,Plaintiff,1,1,1,0,1,1,1,1,4569609
1069,Lawyer Theta,Class Action (Privacy,Alberta,Pharmaceuticals,Third Party,0,1,0,0,0,1,0,1,11957915
1070,Lawyer Epsilon,Class Action (Privacy,British Columbia,Construction,Third Party,0,1,0,0,1,1,0,1,9318993
1071,Lawyer Zeta,Action (Securities),Quebec,Pharmaceuticals,Third Party,1,1,1,0,0,0,1,1,3399481
1072,Lawyer Alpha,Action (Securities),Quebec,Pharmaceuticals,Third Party,1,0,0,1,1,1,0,0,8821799
1073,Lawyer Alpha,Action (Product Liability),Ontario,Transportation,Plaintiff,1,1,0,0,1,1,0,1,4507783
1074,Lawyer Epsilon,Action (Commercial),Quebec,Construction,Plaintiff,0,1,0,0,0,0,1,0,15238250
1075,Lawyer Theta,Action (Product Liability),Ontario,Retail,Defendant,0,0,0,1,1,1,0,1,19039445
1076,Lawyer Gamma,Action (Product Liability),Ontario,Retail,Third Party,0,1,0,0,0,0,1,1,6583335
1077,Lawyer Zeta,Action (Securities),Federal,Construction,Third Party,0,0,0,1,1,0,0,0,711838
1078,Lawyer Epsilon,Action (Commercial),Alberta,Banking,Third Party,0,0,0,0,0,0,0,1,18062313
1079,Lawyer Gamma,Class Action (Product Liabilty,Quebec,Resources,Defendant,0,0,1,1,0,0,1,0,11620898
1080,Lawyer Zeta,Class Action (Product Liabilty,Ontario,Insurance,Defendant,0,1,0,0,1,1,1,1,6111498
1081,Lawyer Epsilon,Class Action (Competition),Alberta,Technology,Third Party,1,1,1,1,1,1,0,0,2498606
1082,Lawyer Eta,Action (Privacy),Federal,Pharmaceuticals,Third Party,1,0,0,1,0,1,0,0,5190582
1083,Lawyer Eta,Class Action (Privacy,Ontario,Pharmaceuticals,Plaintiff,1,0,1,1,1,1,1,1,4345319
1084,Lawyer Gamma,Action (Securities),Quebec,Pharmaceuticals,Defendant,0,1,0,0,1,1,0,0,10731203
1085,Lawyer Zeta,Action (Product Liability),Alberta,Insurance,Defendant,1,1,1,1,0,1,1,0,5865108
1086,Lawyer Epsilon,Action (Commercial),Federal,Transportation,Plaintiff,0,0,0,0,1,0,1,1,17106936
1087,Lawyer Eta,Class Action (Privacy,Ontario,Construction,Plaintiff,0,0,1,1,1,0,0,1,16584438
1088,Lawyer Delta,Action (Product Liability),Quebec,Banking,Plaintiff,0,0,1,1,0,0,0,0,605255
1089,Lawyer Beta,Action (Securities),Quebec,Pharmaceuticals,Defendant,1,1,1,1,1,0,1,1,6924395
1090,Lawyer Epsilon,Class Action (Product Liabilty,Federal,Retail,Plaintiff,1,0,0,0,0,0,0,1,10993467
1091,Lawyer Gamma,Class Action (Product Liabilty,Alberta,Construction,Plaintiff,0,0,0,0,1,0,0,1,2311318
1092,Lawyer Delta,Action (Product Liability),Federal,Pharmaceuticals,Plaintiff,1,0,1,1,1,1,1,0,1236468
1093,Lawyer Epsilon,Class Action (Privacy,Alberta,Banking,Defendant,1,1,1,0,0,0,0,0,1431263
1094,Lawyer Iota,Action (Commercial),Ontario,Construction,Third Party,0,0,0,1,0,0,0,0,17242513
1095,Lawyer Iota,Action (Privacy),Quebec,Banking,Plaintiff,0,1,1,0,1,0,1,1,10408673
1096,Lawyer Epsilon,Action (Privacy),British Columbia,Transportation,Defendant,1,0,0,0,1,1,1,1,1104875
1097,Lawyer Alpha,Action (Product Liability),Alberta,Transportation,Defendant,0,1,1,0,0,1,1,1,11098073
1098,Lawyer Epsilon,Action (Securities),Ontario,Insurance,Third Party,0,1,0,0,1,0,0,0,17513977
1099,Lawyer Gamma,Action (Commercial),Ontario,Technology,Defendant,0,0,1,1,0,0,1,1,11908840
1100,Lawyer Gamma,Action (Commercial),Alberta,Construction,Defendant,1,1,1,0,0,0,0,1,18264557
1101,Lawyer Gamma,Action (Commercial),Federal,Retail,Defendant,1,0,1,1,1,1,0,0,11307593
1102,Lawyer Alpha,Action (Product Liability),British Columbia,Retail,Plaintiff,1,0,1,0,1,1,0,1,16889663
1103,Lawyer Gamma,Class Action (Privacy,Ontario,Resources,Plaintiff,0,1,0,0,0,0,1,1,15046634
1104,Lawyer Delta,Action (Commercial),Ontario,Construction,Defendant,1,1,1,0,0,0,0,1,2625272
1105,Lawyer Epsilon,Class Action (Securities),Federal,Transportation,Plaintiff,0,0,0,0,1,0,0,1,16272553
1106,Lawyer Theta,Class Action (Securities),Quebec,Pharmaceuticals,Defendant,0,0,0,1,1,0,1,0,12724663
1107,Lawyer Kappa,Class Action (Securities),Alberta,Insurance,Defendant,0,0,1,1,1,1,1,0,3388149
1108,Lawyer Beta,Action (Product Liability),Ontario,Banking,Defendant,0,0,0,1,0,1,0,0,2903589
1109,Lawyer Kappa,Class Action (Securities),Ontario,Retail,Plaintiff,1,0,1,1,0,0,1,0,6656770
1110,Lawyer Epsilon,Action (Privacy),Ontario,Retail,Plaintiff,0,0,1,0,0,0,1,1,18149994
1111,Lawyer Gamma,Class Action (Securities),Quebec,Transportation,Plaintiff,1,1,0,0,0,1,1,0,2047380
1112,Lawyer Delta,Action (Securities),Alberta,Resources,Plaintiff,1,1,0,0,1,0,0,1,12846411
1113,Lawyer Eta,Action (Securities),Alberta,Banking,Defendant,1,1,1,0,1,1,0,1,12495810
1114,Lawyer Zeta,Action (Product Liability),Quebec,Banking,Plaintiff,1,0,0,0,0,1,1,0,8612481
1115,Lawyer Eta,Action (Commercial),Federal,Technology,Defendant,1,0,0,1,0,1,1,0,10376187
1116,Lawyer Alpha,Class Action (Privacy,British Columbia,Construction,Third Party,0,1,0,0,0,0,1,1,9385878
1117,Lawyer Eta,Action (Securities),Alberta,Construction,Third Party,0,1,1,1,0,1,1,1,12244484
1118,Lawyer Alpha,Action (Product Liability),Ontario,Transportation,Third Party,1,1,1,1,0,0,0,1,4005126
1119,Lawyer Iota,Action (Product Liability),Ontario,Construction,Defendant,0,1,1,1,0,1,0,0,4808868
1120,Lawyer Delta,Class Action (Privacy,Ontario,Pharmaceuticals,Third Party,1,0,1,0,1,0,1,0,9626282
1121,Lawyer Zeta,Action (Privacy),Ontario,Insurance,Defendant,1,0,0,0,0,0,1,1,19478488
1122,Lawyer Beta,Action (Privacy),Alberta,Construction,Third Party,0,1,1,1,0,1,1,1,726195
1123,Lawyer Beta,Action (Commercial),Alberta,Banking,Plaintiff,0,0,1,0,1,1,1,0,19047446
1124,Lawyer Beta,Class Action (Product Liabilty,Federal,Banking,Defendant,1,0,1,0,1,0,1,0,14458731
1125,Lawyer Delta,Action (Securities),British Columbia,Pharmaceuticals,Third Party,1,1,0,0,0,1,0,1,16844811
1126,Lawyer Epsilon,Action (Privacy),Quebec,Resources,Defendant,0,1,1,1,1,0,1,0,8444239
1127,Lawyer Kappa,Class Action (Product Liabilty,Quebec,Insurance,Third Party,0,0,0,1,1,1,0,0,8010080
1128,Lawyer Zeta,Action (Product Liability),Alberta,Technology,Third Party,1,0,0,1,1,1,1,0,4252717
1129,Lawyer Beta,Action (Product Liability),Ontario,Banking,Third Party,0,0,0,0,1,1,0,1,4491568
1130,Lawyer Delta,Action (Privacy),British Columbia,Retail,Third Party,1,1,0,1,0,0,1,0,6588747
1131,Lawyer Zeta,Class Action (Securities),Ontario,Transportation,Plaintiff,0,0,0,0,0,0,0,1,4560002
1132,Lawyer Theta,Action (Privacy),Quebec,Transportation,Third Party,0,1,0,1,0,1,1,0,13534425
1133,Lawyer Delta,Class Action (Product Liabilty,Federal,Construction,Plaintiff,0,1,1,0,1,0,0,0,13514893
1134,Lawyer Delta,Class Action (Securities),British Columbia,Insurance,Plaintiff,0,1,0,0,1,0,1,1,6001130
1135,Lawyer Delta,Class Action (Privacy,Alberta,Insurance,Defendant,1,1,0,1,0,1,1,0,4975392
1136,Lawyer Kappa,Class Action (Securities),Quebec,Insurance,Defendant,1,0,1,0,0,0,1,0,1572156
1137,Lawyer Iota,Action (Securities),Quebec,Retail,Third Party,1,0,0,1,1,0,1,0,11151545
1138,Lawyer Iota,Class Action (Securities),Federal,Construction,Defendant,1,0,1,0,0,0,0,0,15102578
1139,Lawyer Epsilon,Action (Privacy),Quebec,Resources,Defendant,1,1,1,1,1,0,0,1,7971517
1140,Lawyer Beta,Action (Securities),Federal,Pharmaceuticals,Plaintiff,1,0,1,1,0,0,1,0,18551959
1141,Lawyer Zeta,Class Action (Securities),Federal,Construction,Plaintiff,0,1,1,1,0,0,1,1,6767100
1142,Lawyer Delta,Action (Privacy),Federal,Resources,Plaintiff,1,1,0,0,0,1,0,0,1469177
1143,Lawyer Zeta,Action (Securities),Alberta,Retail,Defendant,1,0,1,0,1,0,0,1,3874447
1144,Lawyer Zeta,Action (Securities),Alberta,Pharmaceuticals,Defendant,1,1,1,0,0,1,0,0,8122158
1145,Lawyer Alpha,Action (Product Liability),Alberta,Insurance,Plaintiff,0,1,0,0,0,1,0,1,904784
1146,Lawyer Zeta,Action (Commercial),Alberta,Pharmaceuticals,Defendant,0,0,1,1,1,0,1,1,1934985
1147,Lawyer Iota,Action (Product Liability),Federal,Transportation,Plaintiff,1,0,0,1,1,1,0,0,7705414
1148,Lawyer Kappa,Action (Privacy),Ontario,Construction,Plaintiff,0,0,0,1,0,0,1,0,19658427
1149,Lawyer Epsilon,Class Action (Securities),British Columbia,Construction,Third Party,0,0,0,1,0,1,0,0,11797924
1150,Lawyer Beta,Action (Commercial),Quebec,Technology,Third Party,0,1,0,0,0,1,0,0,11544613
1151,Lawyer Alpha,Action (Privacy),Quebec,Insurance,Third Party,1,1,0,0,0,1,1,0,8621359
1152,Lawyer Iota,Action (Commercial),Alberta,Insurance,Defendant,1,0,0,1,0,1,1,1,6084021
1153,Lawyer Alpha,Action (Securities),Federal,Banking,Defendant,1,1,0,1,1,1,1,1,19800126
1154,Lawyer Epsilon,Action (Securities),Alberta,Retail,Plaintiff,1,0,0,1,1,1,0,1,17271303
1155,Lawyer Gamma,Action (Commercial),Federal,Retail,Plaintiff,0,0,0,0,0,0,1,0,2611911
1156,Lawyer Zeta,Class Action (Competition),Federal,Insurance,Defendant,0,1,0,0,0,0,0,1,7014344
1157,Lawyer Epsilon,Action (Securities),Ontario,Retail,Third Party,0,1,1,0,0,0,1,0,15838365
1158,Lawyer Kappa,Action (Product Liability),British Columbia,Technology,Plaintiff,0,1,1,1,1,1,0,1,1888595
1159,Lawyer Theta,Class Action (Privacy,British Columbia,Resources,Plaintiff,1,1,1,1,1,0,1,1,17796857
1160,Lawyer Theta,Class Action (Securities),Ontario,Banking,Third Party,0,0,1,0,1,1,1,1,5037147
1161,Lawyer Zeta,Class Action (Product Liabilty,British Columbia,Retail,Defendant,1,0,1,1,1,1,0,0,15164987
1162,Lawyer Gamma,Action (Privacy),British Columbia,Technology,Third Party,1,0,1,0,0,0,0,0,16720231
1163,Lawyer Alpha,Class Action (Securities),Quebec,Resources,Plaintiff,1,0,0,1,0,1,1,1,8864478
1164,Lawyer Beta,Action (Product Liability),Federal,Resources,Defendant,1,0,1,0,0,0,0,0,17258451
1165,Lawyer Alpha,Action (Securities),Ontario,Pharmaceuticals,Third Party,1,1,0,0,0,0,1,0,8134102
1166,Lawyer Delta,Class Action (Product Liabilty,British Columbia,Transportation,Third Party,0,1,0,0,1,0,0,0,3320276
1167,Lawyer Iota,Class Action (Privacy,Alberta,Insurance,Defendant,0,0,1,1,0,0,0,1,19127507
1168,Lawyer Kappa,Action (Privacy),Quebec,Resources,Defendant,0,1,0,1,0,1,0,1,9866901
1169,Lawyer Epsilon,Action (Commercial),British Columbia,Retail,Defendant,0,0,1,1,1,1,0,1,4259678
1170,Lawyer Iota,Class Action (Privacy,Alberta,Resources,Third Party,0,1,1,0,0,0,0,0,8179897
1171,Lawyer Theta,Class Action (Competition),Ontario,Insurance,Third Party,1,1,1,0,1,0,1,0,1004987
1172,Lawyer Theta,Class Action (Competition),Ontario,Technology,Defendant,1,0,1,0,1,1,1,0,14082585
1173,Lawyer Gamma,Action (Product Liability),British Columbia,Resources,Defendant,1,0,0,1,0,0,1,0,4186910
1174,Lawyer Gamma,Action (Product Liability),Alberta,Retail,Third Party,1,0,1,1,1,0,1,0,787028
1175,Lawyer Delta,Action (Product Liability),British Columbia,Banking,Defendant,0,0,0,1,0,0,0,0,5453181
1176,Lawyer Alpha,Class Action (Competition),Ontario,Banking,Defendant,0,1,0,0,1,0,0,1,15236428
1177,Lawyer Zeta,Class Action (Securities),British Columbia,Insurance,Third Party,0,1,1,1,0,1,1,1,14169781
1178,Lawyer Delta,Class Action (Competition),Federal,Technology,Third Party,1,1,0,0,0,0,1,0,4827736
1179,Lawyer Iota,Class Action (Product Liabilty,Federal,Technology,Third Party,0,0,0,0,0,0,1,1,7688917
1180,Lawyer Eta,Class Action (Privacy,Federal,Technology,Third Party,0,1,0,0,0,1,1,1,19735485
1181,Lawyer Theta,Class Action (Competition),Quebec,Technology,Defendant,1,1,1,1,1,1,0,0,6752429
1182,Lawyer Delta,Class Action (Privacy,Quebec,Resources,Third Party,1,0,1,0,1,0,0,1,5258876
1183,Lawyer Theta,Action (Securities),Federal,Pharmaceuticals,Plaintiff,1,1,0,0,1,1,0,0,18938423
1184,Lawyer Gamma,Action (Securities),Alberta,Banking,Plaintiff,0,0,1,0,0,0,0,0,17624515
1185,Lawyer Iota,Class Action (Product Liabilty,British Columbia,Banking,Defendant,1,0,0,0,1,1,0,1,11462950
1186,Lawyer Gamma,Class Action (Competition),Alberta,Transportation,Defendant,0,0,1,1,0,1,0,0,4462316
1187,Lawyer Zeta,Action (Commercial),Alberta,Retail,Defendant,0,1,1,1,0,0,1,1,7489936
1188,Lawyer Zeta,Class Action (Privacy,Federal,Transportation,Third Party,0,0,1,1,1,1,0,0,11716735
1189,Lawyer Eta,Action (Privacy),British Columbia,Retail,Third Party,1,0,1,1,0,1,1,0,4207852
1190,Lawyer Iota,Class Action (Product Liabilty,British Columbia,Retail,Plaintiff,0,0,1,0,0,0,0,1,13155343
1191,Lawyer Eta,Class Action (Product Liabilty,Federal,Technology,Defendant,1,0,1,1,0,0,0,0,6998046
1192,Lawyer Delta,Class Action (Securities),Federal,Banking,Third Party,0,0,0,1,1,1,0,1,5398903
1193,Lawyer Eta,Class Action (Securities),Quebec,Insurance,Third Party,0,1,1,0,0,0,1,0,11027946
1194,Lawyer Beta,Action (Privacy),Ontario,Retail,Plaintiff,0,1,1,1,0,1,0,1,19466691
1195,Lawyer Alpha,Action (Product Liability),Quebec,Technology,Plaintiff,1,1,1,0,0,1,0,0,6811313
1196,Lawyer Delta,Class Action (Competition),Alberta,Pharmaceuticals,Third Party,0,0,0,1,1,0,1,1,19437752
1197,Lawyer Theta,Action (Privacy),Quebec,Pharmaceuticals,Third Party,1,0,1,1,1,0,1,0,14552321
1198,Lawyer Gamma,Action (Commercial),Federal,Insurance,Defendant,0,0,0,1,1,0,0,0,11936798
1199,Lawyer Iota,Action (Commercial),Ontario,Banking,Third Party,0,0,0,1,1,0,0,1,2940536
1200,Lawyer Epsilon,Class Action (Product Liabilty,Alberta,Banking,Plaintiff,1,1,1,0,0,1,1,1,8829639
1201,Lawyer Eta,Action (Commercial),Ontario,Technology,Plaintiff,0,0,1,0,0,1,0,0,2393631
1202,Lawyer Zeta,Class Action (Securities),British Columbia,Technology,Defendant,1,1,0,1,0,0,1,0,7830615
1203,Lawyer Theta,Action (Commercial),British Columbia,Construction,Third Party,1,0,1,0,0,0,0,0,11622827
1204,Lawyer Delta,Action (Product Liability),Quebec,Retail,Plaintiff,1,0,1,1,0,1,1,1,15578240
1205,Lawyer Epsilon,Action (Commercial),Alberta,Banking,Third Party,0,0,0,1,1,0,0,0,4208722
1206,Lawyer Epsilon,Action (Commercial),Federal,Construction,Plaintiff,1,1,1,1,1,1,0,0,5379463
1207,Lawyer Delta,Action (Product Liability),Alberta,Resources,Defendant,1,0,1,1,1,0,1,0,9608562
1208,Lawyer Delta,Class Action (Product Liabilty,Alberta,Technology,Third Party,1,1,1,1,0,0,1,1,18991328
1209,Lawyer Gamma,Action (Product Liability),British Columbia,Resources,Third Party,1,1,0,1,1,0,0,1,11052260
1210,Lawyer Epsilon,Class Action (Competition),Federal,Construction,Plaintiff,1,1,0,1,1,0,1,0,18812084
1211,Lawyer Kappa,Class Action (Securities),Federal,Resources,Plaintiff,0,1,0,1,0,0,0,0,5878070
1212,Lawyer Zeta,Class Action (Privacy,Federal,Pharmaceuticals,Third Party,1,1,0,0,0,0,0,1,13476170
1213,Lawyer Theta,Action (Commercial),Federal,Pharmaceuticals,Defendant,0,1,1,1,1,0,1,1,15431091
1214,Lawyer Zeta,Action (Securities),Quebec,Transportation,Defendant,0,0,1,0,0,0,1,1,7943181
1215,Lawyer Delta,Action (Commercial),Ontario,Technology,Defendant,1,0,0,0,0,0,0,0,1896588
1216,Lawyer Theta,Class Action (Product Liabilty,Ontario,Technology,Defendant,1,1,1,0,1,1,1,0,12936679
1217,Lawyer Gamma,Action (Commercial),Federal,Transportation,Defendant,0,0,1,1,0,1,0,1,7853450
1218,Lawyer Gamma,Action (Securities),Quebec,Construction,Third Party,0,1,1,0,1,0,0,1,6608279
1219,Lawyer Delta,Class Action (Securities),Alberta,Pharmaceuticals,Plaintiff,1,1,1,0,1,1,0,1,4581978
1220,Lawyer Zeta,Action (Securities),Quebec,Construction,Third Party,1,1,0,1,0,0,1,1,10425319
1221,Lawyer Zeta,Class Action (Competition),British Columbia,Transportation,Defendant,1,1,0,1,1,1,0,1,3016596
1222,Lawyer Zeta,Class Action (Competition),Federal,Resources,Plaintiff,1,0,0,1,0,1,0,1,13636736
1223,Lawyer Eta,Class Action (Competition),Ontario,Technology,Plaintiff,0,0,0,0,1,0,0,0,16443851
1224,Lawyer Beta,Action (Privacy),Alberta,Banking,Defendant,0,1,0,0,1,0,1,0,11921407
1225,Lawyer Eta,Class Action (Product Liabilty,Quebec,Retail,Plaintiff,0,0,0,1,0,0,1,1,13460377
1226,Lawyer Theta,Action (Commercial),British Columbia,Resources,Defendant,0,0,1,1,1,1,1,1,15226982
1227,Lawyer Alpha,Class Action (Privacy,Ontario,Resources,Defendant,1,1,1,1,1,1,0,1,11096938
1228,Lawyer Theta,Action (Commercial),Alberta,Construction,Third Party,0,1,0,0,0,1,0,1,15646553
1229,Lawyer Epsilon,Class Action (Privacy,Ontario,Retail,Defendant,1,0,1,0,1,1,1,0,7983798
1230,Lawyer Gamma,Class Action (Product Liabilty,British Columbia,Banking,Plaintiff,1,1,1,0,1,1,0,1,16961362
